modified_index,P-FW3-MON,P-FW3-TUE,P-FW3-WED,P-FW3-THU,P-FW3-FRI,P-FW3-SAT,P-FW3-SUN,Euclidean Barycenter
07:00:00,2729.625,2946.659,2908.921,2732.539,2760.799,2310.261,2196.831,2655.0907142857145
07:15:00,2812.577,2927.24,2874.175,2709.92,2860.321,2403.506,2187.129,2682.1240000000003
07:30:00,2851.893,2943.341,2971.953,2772.834,2825.959,2406.344,2261.039,2719.0518571428574
07:45:00,2894.146,3012.482,2940.548,2820.426,2830.481,2475.524,2372.383,2763.712857142857
08:00:00,2940.783,3003.138,2947.526,2747.146,2797.756,2539.007,2413.176,2769.790285714286
08:15:00,2956.642,3093.543,2970.069,2876.517,2962.812,2697.204,2452.911,2858.5282857142856
08:30:00,3097.264,3200.822,3030.036,3017.558,3056.855,2823.031,2542.867,2966.9189999999994
08:45:00,3199.408,3225.918,3167.567,3078.802,3126.693,2856.196,2624.108,3039.813142857143
09:00:00,3200.061,3311.632,3222.263,3110.849,3162.351,2944.421,2665.444,3088.145857142857
09:15:00,3205.773,3327.911,3290.253,3190.499,3275.638,3012.879,2694.472,3142.4892857142863
09:30:00,3280.061,3380.148,3350.79,3278.203,3320.473,3108.622,2717.063,3205.0514285714285
09:45:00,3340.054,3421.798,3357.156,3255.686,3336.651,3116.759,2681.129,3215.604714285714
10:00:00,3298.942,3417.649,3411.969,3297.421,3354.36,3157.21,2722.203,3237.1077142857143
10:15:00,3377.828,3401.703,3416.306,3368.746,3394.176,3208.523,2801.033,3281.187857142857
10:30:00,3469.878,3377.014,3490.661,3442.457,3401.204,3251.888,2857.503,3327.2292857142857
10:45:00,3495.972,3385.989,3512.726,3472.922,3419.898,3289.867,2887.327,3352.1001428571435
11:00:00,3540.539,3466.207,3571.486,3455.9,3483.292,3369.938,2864.021,3393.0547142857145
11:15:00,3570.912,3427.794,3490.436,3535.238,3527.615,3393.097,2992.3,3419.6274285714285
11:30:00,3541.575,3474.163,3537.667,3512.68,3560.484,3397.042,3029.834,3436.2064285714287
11:45:00,3548.048,3481.608,3522.771,3490.459,3591.637,3390.652,3041.723,3438.1282857142846
12:00:00,3629.931,3485.604,3608.601,3500.974,3597.121,3427.072,3073.084,3474.626714285714
12:15:00,3644.308,3479.683,3623.497,3546.053,3557.967,3411.772,3121.049,3483.475571428571
12:30:00,3627.289,3491.627,3663.088,3520.149,3547.697,3415.771,3102.323,3481.134857142857
12:45:00,3645.011,3502.272,3647.312,3530.731,3522.916,3464.752,3097.908,3487.271714285714
13:00:00,3673.441,3537.694,3676.578,3550.757,3553.387,3507.193,3115.613,3516.3804285714286
13:15:00,3676.615,3567.162,3671.328,3570.239,3508.102,3491.229,3135.608,3517.183285714286
13:30:00,3634.476,3498.431,3656.497,3537.73,3509.143,3516.224,3187.355,3505.6937142857146
13:45:00,3683.816,3500.34,3705.772,3529.987,3520.434,3532.873,3182.345,3522.2238571428575
14:00:00,3685.032,3471.984,3684.233,3528.299,3566.166,3565.942,3155.099,3522.3935714285712
14:15:00,3659.791,3489.865,3670.069,3541.825,3537.953,3464.181,3169.895,3504.797
14:30:00,3617.803,3557.59,3649.756,3580.913,3505.148,3434.097,3122.022,3495.3327142857147
14:45:00,3635.312,3591.107,3661.579,3528.122,3587.749,3391.929,3089.088,3497.8408571428567
15:00:00,3628.888,3634.746,3678.963,3577.062,3595.214,3424.234,3149.738,3526.9778571428574
15:15:00,3686.034,3604.135,3663.585,3585.952,3630.474,3425.142,3179.68,3539.286
15:30:00,3672.585,3662.533,3667.419,3623.756,3653.657,3370.604,3138.347,3541.271571428572
15:45:00,3733.013,3650.946,3647.497,3616.056,3650.956,3344.209,3157.119,3542.828
16:00:00,3641.428,3626.08,3603.238,3547.604,3620.824,3293.23,3142.597,3496.4287142857142
16:15:00,3556.279,3575.1,3517.24,3497.228,3572.916,3249.406,3141.36,3444.2184285714284
16:30:00,3448.87,3499.319,3470.021,3409.325,3447.301,3237.829,3128.635,3377.3285714285716
16:45:00,3305.142,3259.21,3284.69,3218.437,3222.423,3230.365,3104.297,3232.080571428571
17:00:00,3175.409,3131.26,3210.57,3178.73,3147.607,3234.987,3055.497,3162.008571428571
17:15:00,3093.46,3041.434,3103.226,3164.68,3055.075,3200.155,3044.217,3100.321
17:30:00,3048.082,3050.611,3045.8,3170.375,3049.102,3164.885,3048.931,3082.5408571428566
17:45:00,3013.598,2986.247,2981.381,3078.763,3040.298,3167.946,3060.339,3046.9388571428567
18:00:00,3098.432,3070.772,3031.817,3157.197,3172.98,3204.501,3082.812,3116.9301428571425
18:15:00,3234.11,3222.742,3101.496,3253.941,3270.024,3226.69,3132.459,3205.923142857143
18:30:00,3383.348,3437.135,3305.193,3468.703,3474.426,3376.867,3290.728,3390.9142857142856
18:45:00,3613.181,3656.177,3482.002,3732.78,3689.109,3568.62,3454.568,3599.4909999999995
19:00:00,3723.319,3722.171,3606.835,3842.862,3788.64,3651.563,3509.345,3692.105
19:15:00,3761.633,3778.803,3563.023,3864.908,3780.524,3662.391,3551.766,3709.006857142857
19:30:00,3791.822,3896.936,3689.407,3873.659,3849.484,3659.286,3571.468,3761.723142857143
19:45:00,3864.286,3916.041,3754.108,3975.297,3858.321,3701.314,3652.833,3817.4571428571426
20:00:00,3844.601,3916.007,3582.539,4013.827,3850.93,3674.459,3637.377,3788.534285714286
20:15:00,3873.062,3974.443,3624.791,3976.158,3808.812,3584.474,3693.333,3790.7247142857136
20:30:00,3807.379,4006.027,3827.68,3908.182,3854.873,3592.496,3639.39,3805.146714285714
20:45:00,3828.34,4010.302,3845.967,3799.23,3811.236,3604.447,3637.22,3790.9631428571433
21:00:00,3817.659,3897.036,3877.562,3773.06,3776.155,3621.496,3560.241,3760.4584285714277
21:15:00,3712.479,3803.549,3829.999,3752.413,3784.25,3575.051,3557.595,3716.476571428572
21:30:00,3691.197,3763.949,3760.45,3707.769,3805.142,3567.669,3537.517,3690.5275714285713
21:45:00,3622.023,3713.88,3700.176,3636.976,3696.223,3470.655,3462.957,3614.6985714285706
22:00:00,3565.26,3624.402,3601.524,3624.64,3656.592,3452.119,3461.406,3569.420428571428
22:15:00,3470.421,3563.341,3478.253,3539.964,3523.115,3471.817,3391.801,3491.244571428571
22:30:00,3460.719,3560.675,3444.206,3497.452,3516.49,3329.675,3372.677,3454.556285714286
22:45:00,3352.266,3392.858,3338.875,3341.666,3360.807,3215.341,3321.433,3331.892285714286
23:00:00,3272.706,3342.969,3305.466,3297.37,3319.963,3200.933,3249.987,3284.1991428571428
23:15:00,3200.37,3273.34,3232.459,3195.656,3231.179,3129.438,3128.297,3198.677
23:30:00,3121.777,3215.391,3141.958,3178.115,3143.64,3056.479,3044.417,3128.825285714286
23:45:00,3085.467,3157.792,3094.031,3015.746,3153.885,3007.976,3005.962,3074.4084285714284
